-0.981155;-0.357567;-1.965694;-0.298115;0.17236;-0.562653;-0.868386;0.245323;0.228069;0.465554;1.712999;0.58414;-0.189543;1.273653;0.825548;0.101197;0.126037;0.040996;-0.126706;-0.202614;0.141185;0.111518;0.297906;0.613523;-0.901243;0.681704;1.545909;0.451862;-0.607566;-0.246114;0.423799;-1.394539;0.27562;0.104131;0.998105;0.229096;-0.969049;0.408625;-0.665937;-0.969066;0.318739;-0.378219;-0.059546;-1.421202;0.675196;0.324585;-0.173109;-0.237128;-1.11267;-0.250387;-0.398076;1.201062;0.3079;0.601047;0.649486;-0.177946;0.703414;0.024709;-0.204552;-0.751523;-0.480777;-0.055927;1.698277;-1.191795;0.911055;0.018614;0.459357;0.840827;-1.912467;-0.978476;1.258568;-0.546068;-0.990926;0.9276;-0.113899;0.185856;0.076316;0.222362;0.243171;0.178315;-0.669554;0.478808;-0.326724;0.915897;0.322715;-0.246961;-0.773601;0.611432;0.013113;-0.735121;0.708612;0.616288;-0.12027;0.773011;-0.258886;-0.639933;-0.339055;0.63544;0.554055;-0.57918;1.113036;-0.327616;-0.105759;0.633658;-0.381915;1.117483;0.380475;0.191698;0.055414;-0.376392;0.05868;-1.158122;-1.128344;0.455518;-0.779117;0.718362;-0.062748;-0.224748;-1.682477;-1.035105;-0.398516;-0.173727;-0.113054;-0.174464;0.219922;-0.046788;0.3533;0.17691
0.399613;-0.185511;-0.31483;0.244441;-0.182018;-0.309001;0.552159;0.437518;-0.032476;0.21155;0.735962;0.133254;0.443758;0.136756;-0.250703;-0.733157;0.212091;-0.654616;0.650902;0.675345;0.151843;-0.040759;-0.027614;1.069039;-0.140473;-0.270685;0.296344;0.507758;0.016044;1.350848;0.371224;0.333457;0.108574;0.474536;0.302372;0.262398;-0.604971;-0.751531;0.990926;-0.048854;0.629119;0.812791;-1.660965;0.208542;0.121725;-0.097414;0.106814;-0.167539;1.353812;0.414465;-0.754926;-0.436718;0.393675;0.539962;-0.036217;0.110275;-0.510502;0.831495;0.304199;0.253508;-0.563241;0.682808;0.472817;-0.005281;-0.292699;0.008038;-0.214698;0.517218;-0.504445;0.269045;0.303871;0.392295;0.393738;0.001708;1.060624;0.573491;-0.685778;0.211671;-0.864916;0.341439;0.295578;-0.338405;-0.414132;0.299219;-0.166655;0.06073;-0.145841;0.033287;0.333419;-0.103885;0.364827;0.147906;-1.275896;0.864183;0.09005;-0.145845;-0.313052;1.52697;-0.45792;0.282667;0.257308;-0.378603;0.167394;0.807983;1.501305;0.586634;0.524131;0.935934;-0.053613;-0.396187;0.871766;-0.729405;0.411836;-0.21491;0.63776;0.225586;-0.047649;0.390946;0.281476;0.397014;-0.491538;-0.139971;0.39378;0.293273;0.553806;-0.340927;0.673909;-0.717914
-0.847563;0.179238;-0.090376;-0.789866;0.674705;0.178972;-0.186352;-0.055569;0.456655;0.429846;0.519954;0.13278;0.442366;0.37241;-0.722804;0.538302;-0.09407;0.028939;0.481114;-0.80223;0.029758;0.278665;0.308116;0.077891;1.39394;-0.765907;-1.379662;1.002014;0.107025;-0.25501;0.46434;-0.506028;-0.511488;0.525582;-0.631285;-0.064133;-0.085236;-0.005029;0.361595;1.642118;0.067644;0.343569;-0.80075;0.594185;0.018972;-0.296492;-0.241918;0.492943;0.493069;0.004576;-0.295857;-0.161618;-0.129323;0.805726;0.218378;-0.720282;0.542406;-0.03737;-0.65001;0.939617;-0.906668;1.071134;0.261388;-0.388986;0.184639;-0.530839;-0.571139;-0.55864;-0.744922;-1.166146;0.138924;0.035683;0.215315;1.277282;0.302781;0.991889;0.118672;-0.168169;0.360938;-0.492688;0.950596;-0.657689;-1.717671;0.197961;0.278685;0.118749;-0.306321;0.68076;0.43563;0.073017;0.560406;0.096861;-0.730423;0.073609;0.330943;-0.029733;-0.344754;0.340345;-0.347241;0.365754;-0.683572;0.183928;0.222061;-0.338085;0.105136;-0.122873;0.169223;0.778661;-0.308966;0.349062;0.109219;0.355356;0.386032;0.647192;-0.326907;-0.421379;-0.888449;-0.241121;0.610575;-0.131286;0.302824;-0.367382;1.308577;0.85416;-0.619562;-0.400669;0.527122;-0.427472
0.221264;0.150082;-0.720722;-0.837664;-0.845795;0.118389;-0.00776;0.238648;0.075424;0.666154;0.387443;0.107122;0.234799;-0.086664;-0.076599;-0.710259;0.7265;0.47891;-0.293864;0.248068;0.005084;-0.144594;-0.792514;-0.176729;0.600991;1.190132;-0.720842;-0.412002;-0.451016;-0.417199;1.087101;-1.377165;-0.014754;-0.253174;-0.013647;-0.004119;-0.754624;-0.688963;0.0161;1.327024;0.719646;0.756477;0.652419;0.259652;0.051644;-0.02192;-0.314509;0.320187;0.404402;-1.088779;-0.434323;0.790308;0.149372;0.497521;-0.685934;0.188488;0.724112;-0.012011;0.455164;-0.66312;-0.675939;0.161943;0.771256;0.251908;-0.040015;0.699513;-0.771123;0.73895;0.17217;-0.477642;0.017187;-0.133507;-0.129731;-0.378614;1.408431;0.793514;-1.158193;0.2564;-0.428808;0.464674;0.175974;0.572896;-1.477772;0.815819;-0.925728;-0.219018;-0.019471;-0.40632;-0.450258;0.224204;-0.321831;-0.305853;-0.717224;0.598439;-1.101346;0.411676;0.565968;1.071328;0.023463;-0.007452;-0.161978;-0.228029;-0.263883;1.103163;0.410072;0.576972;0.90831;0.244967;-0.604401;-0.894849;0.873521;-0.506036;0.964899;0.187622;-1.161476;0.538676;0.313992;-0.023671;-0.778323;0.004089;0.261917;0.210541;-0.190079;-0.34342;0.703693;0.296101;0.694744;-0.091444
-1.470024;-0.511335;0.296009;-0.539542;-0.325839;-0.409887;-0.337545;-0.359601;0.593924;0.194658;0.696412;-0.257836;0.317282;0.423497;-0.501289;0.1719;1.418428;0.117645;-0.38708;-0.891741;-0.705;-0.178409;-0.710368;0.990969;0.265227;0.836878;0.234405;-0.236433;-0.269081;0.415097;0.691476;-1.001686;0.940603;-0.90934;-0.115204;0.139716;-0.486852;0.186382;-1.725481;-0.182213;0.014696;-0.223407;-0.550563;-0.087277;0.78659;1.165791;0.168568;1.054719;0.67633;-0.612021;0.103583;0.070456;0.522455;0.258184;-0.100423;-0.681496;0.587234;0.130454;0.687545;-0.701883;0.250879;0.919821;0.186188;-0.777014;1.162641;-0.254536;-0.24037;0.27815;-1.043443;-0.220635;-0.615057;0.479855;-1.141492;0.681754;0.869326;0.710304;-0.519827;0.38246;-0.237928;-0.368278;-0.418486;-0.045;-0.166795;0.436703;0.156822;-0.411244;0.337488;0.308712;0.00489;0.816968;-0.522851;0.852655;0.545074;0.683902;-0.150995;0.888941;0.146401;0.456312;-0.427225;0.347868;0.536787;-0.00074;0.296775;0.131435;0.689029;0.460548;1.36255;-0.212228;-0.311134;-0.377041;-0.073367;-1.027261;0.716008;1.116684;-1.216813;0.515957;0.755577;-0.829443;-0.420319;0.516461;0.051448;-0.448522;0.273629;1.114341;0.624374;0.788394;-0.405319;-1.17527
-0.695073;-0.65676;0.112524;-0.549888;-0.539988;0.093678;-0.288209;0.623075;-0.501154;1.197781;0.566668;0.097113;-0.454088;1.333576;0.403533;-0.148972;-0.275637;0.341197;-0.091508;0.927383;-0.107989;0.644336;-0.944148;-0.859036;0.798339;0.290489;0.619121;-0.663923;-0.011;0.003037;0.065763;-0.693204;-0.009636;0.327688;0.552202;-0.325728;-0.092232;0.203912;0.143655;1.178427;-0.309098;-0.720895;-0.415543;0.014459;0.893357;-0.18118;0.460246;0.415504;1.010026;0.512571;-0.444676;0.248583;0.019789;0.697446;-0.713914;-0.197397;1.316272;1.174624;0.147744;-0.225278;0.36154;0.283988;1.194664;-0.669292;0.337397;-0.111777;0.209617;-0.380162;-0.484082;-0.326039;0.54241;-0.581154;-0.829193;-0.501606;0.418232;0.816979;0.30727;-0.053646;-0.677766;0.575201;0.434821;0.405252;-1.359675;0.539928;0.032454;0.566931;-0.000257;0.739304;0.313307;-0.008271;0.733212;1.60797;-0.810413;0.744301;0.625476;0.455553;-0.548622;-0.458385;0.970946;1.324732;-0.032337;-0.993734;0.467088;0.635007;-0.608643;-0.394506;0.8007;0.70109;0.420701;0.225658;0.502126;-0.775473;1.172083;0.430812;0.543508;0.057254;-0.144169;-0.502493;-0.826954;0.030436;0.822222;-0.2171;-0.329504;-0.149381;0.010563;-0.521744;-0.346203;-1.483279
-1.078692;0.257485;-1.09716;-0.573638;0.584774;-0.287132;0.615351;1.166299;0.486993;0.334711;0.55261;0.558347;0.241012;-0.875981;-0.118504;0.176668;0.421401;0.475406;0.118581;0.397394;0.138896;0.377521;0.379466;-0.129242;-0.041448;-0.243542;-0.815044;-0.052566;-0.555915;0.280532;-0.474774;-0.560147;-0.592619;0.242129;0.600961;-0.264448;0.612814;0.485487;-0.108413;0.723281;-0.140619;0.544255;0.057538;-0.150376;-0.818679;1.35958;0.727542;-0.876184;-0.120461;-0.010348;0.751629;-0.282838;0.242791;0.204404;-0.541073;-0.332573;0.133814;0.428222;0.892596;-0.53442;0.13821;0.808804;1.101134;-0.648387;0.260264;-0.465403;-0.237881;-0.771374;-0.335196;-0.747134;-0.714366;-0.826722;0.156119;0.44194;-0.393704;1.034582;-0.27985;0.176423;-0.926772;1.328338;-0.330014;0.002728;0.12182;-0.964603;0.361473;0.648539;-0.748118;-0.827087;0.496697;0.597885;-0.730543;0.626086;-0.7113;0.628808;-0.109776;0.515494;0.746319;0.483798;0.487249;0.077864;0.80987;0.639525;0.635009;0.303028;0.961591;1.058879;0.718185;-0.790068;0.676252;-0.063537;0.69278;-0.743442;1.062552;-0.190738;-0.531586;0.325521;0.165429;0.063685;-0.322316;-0.844778;0.224311;-0.200862;0.43921;0.36952;0.939368;0.620327;0.496149;-0.703999
-1.618249;-0.239993;0.725634;-1.050751;1.110202;-0.048577;-0.50714;-0.095447;0.742912;-0.597976;1.239126;-0.077381;0.717552;0.168035;0.210471;0.293487;0.459672;-0.251303;-0.42333;-0.414452;1.368736;0.114037;-0.390177;0.598814;1.356257;0.142609;-0.241844;0.33922;-0.835086;-0.620963;-0.410851;0.550279;-0.170945;0.675011;-0.974154;0.011069;-0.006799;-0.315082;-0.319275;-0.036111;0.184826;0.321312;-0.126372;-0.531103;0.718549;0.392578;1.22545;-0.10677;-0.790257;-0.184967;-0.652901;-0.454755;0.361195;0.255209;-0.083469;-0.298913;1.250798;0.511646;0.653195;-0.467156;-0.067623;-0.182117;0.793945;-0.063887;0.042446;-0.170952;0.640016;-1.09652;-0.325801;0.100064;1.028907;-0.278645;-0.108503;-0.533696;0.56777;0.524599;-0.913638;0.074488;-0.474044;0.184197;-0.341161;-1.216811;-0.380783;0.258185;-0.575384;0.90379;0.214724;-0.263844;0.500927;0.150249;0.170096;0.401498;1.068054;0.08515;1.3424;-0.626754;-0.794664;-0.593272;0.102478;-0.196332;-0.215497;0.455315;0.800383;-0.231641;0.61124;-0.182157;0.466028;0.292602;0.0962;0.081732;2.044924;-0.502209;0.536805;0.393504;-0.318453;0.033814;-0.61129;-0.76221;-0.140832;-0.643711;-0.057908;-0.389076;-0.217817;0.177055;-0.212409;0.031569;0.017913;-0.11337
-0.31357;0.808434;-1.217398;-0.312899;0.358519;-1.092555;-0.128482;-0.531974;0.735954;-0.818939;1.074872;-0.994164;-2.286117;1.477666;0.163248;-0.136093;1.205739;0.384154;0.461516;-0.135102;2.020579;0.832818;-0.165436;0.400334;2.01321;-0.803958;0.633545;-0.34762;-1.140261;-0.26861;1.16422;-0.238832;-0.942459;-0.712372;1.47444;0.146672;0.35544;-0.22027;-1.863501;0.929069;1.150484;0.02223;-0.370593;0.098258;-1.132549;0.931455;1.671095;-0.20486;0.915398;0.128295;0.662793;-0.817923;0.621098;0.411105;-0.983579;-1.190157;-0.32862;-0.238315;1.17544;-0.568474;-0.60466;0.497868;0.260261;-0.16415;1.099843;0.798751;0.264804;-0.133985;-0.943874;0.522158;0.131218;0.429705;0.296852;0.351428;0.342084;0.510679;-0.095811;-1.259227;0.574392;0.268622;0.415347;0.369456;-0.241419;-1.085531;0.107593;-1.435612;-1.18314;-0.073789;-0.764538;0.455582;1.467036;0.018636;-0.450939;0.93083;-0.011163;0.239536;-0.496856;0.398391;0.819694;-0.003593;-0.664026;0.3484;-0.268341;0.236088;-0.37645;0.354239;1.006461;0.73366;0.195367;0.29376;0.715387;0.05982;0.01905;0.822929;0.066027;-0.496539;0.532844;0.218636;0.720993;0.168162;-0.64017;0.719102;0.323178;0.132676;0.583045;0.251889;-1.322271;0.323744
-1.451181;-1.330739;-0.591689;-0.91466;-0.376997;-0.506816;-1.079625;0.617772;-0.832266;-0.27431;0.888489;1.108646;-0.606076;-0.013978;0.651049;-1.156868;0.257628;0.334586;-0.777126;-0.101644;-0.065363;-0.267645;-1.337214;-0.477939;0.370764;0.598038;-0.740677;-0.030725;-0.256936;0.313748;0.432107;0.228666;0.362402;-0.272024;-0.275034;-0.072293;-0.283526;-1.026691;-0.790855;1.157847;0.446445;-0.1487;0.033271;-0.575523;-0.675401;-0.214275;0.065699;0.014365;0.12416;-0.631448;0.298141;-0.582932;-0.81446;0.655791;0.639321;-1.112191;-0.501808;0.400439;-0.229142;0.074909;0.075364;1.08836;0.340096;-1.162288;0.736298;-0.225717;0.210883;-0.071479;-0.64434;-0.183202;0.640386;-0.159804;0.604018;-0.97999;0.045449;-0.649394;-0.752731;0.777469;-0.385652;-0.095783;0.369407;1.207386;-0.726556;0.05896;0.73241;-0.814677;-0.243555;-0.844838;-0.697775;0.154847;0.180212;0.119882;0.309192;0.660393;0.783507;-0.314242;-1.460867;1.057664;0.295704;-0.770256;0.129203;0.645078;-0.157517;0.498035;-0.153334;0.574588;0.808293;0.708202;-0.588146;-0.347044;1.036176;0.081395;0.889114;0.150587;-0.706306;0.517128;-0.072037;0.10978;-1.189364;0.244513;0.481656;0.090675;-0.471175;0.626307;0.392807;-0.028102;1.227786;0.380401
